tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2022-3463,Milan CH,Clay,32,C,20220620,238,105438,,PR,Inigo Cervantes Huegun,R,180.0,ESP,32.5,200031,12.0,,Lucas Catarina,R,185.0,MON,25.8,6-4 6-2,3,Q1,103.0,6.0,3.0,63.0,30.0,25.0,15.0,9.0,6.0,7.0,0.0,2.0,76.0,42.0,23.0,16.0,9.0,9.0,13.0,1676.0,2.0,479.0,78.0
2022-3463,Milan CH,Clay,32,C,20220620,277,134840,,,Raul Brancaccio,R,185.0,ITA,25.1,106290,,Q,Filip Peliwo,R,180.0,POL,28.3,6-1 6-3,3,R32,71.0,4.0,0.0,37.0,22.0,20.0,12.0,8.0,0.0,0.0,0.0,5.0,62.0,32.0,15.0,15.0,8.0,8.0,12.0,325.0,141.0,459.0,84.0
2022-3463,Milan CH,Clay,32,C,20220620,276,126340,,,Viktor Durasovic,R,185.0,NOR,25.2,206662,,LL,Georgii Kravchenko,R,180.0,UKR,21.8,3-6 6-2 7-5,3,R32,156.0,6.0,1.0,84.0,43.0,33.0,26.0,14.0,6.0,7.0,6.0,6.0,100.0,56.0,40.0,24.0,15.0,10.0,13.0,315.0,148.0,415.0,98.0
2022-3463,Milan CH,Clay,32,C,20220620,275,106065,6.0,,Marco Cecchinato,R,185.0,ITA,29.7,209857,,,Leandro Riedi,R,191.0,SUI,20.3,7-6(7) 6-4,3,R32,116.0,4.0,2.0,66.0,39.0,32.0,19.0,11.0,0.0,0.0,5.0,3.0,92.0,47.0,36.0,22.0,11.0,9.0,10.0,171.0,325.0,287.0,170.0
2022-3463,Milan CH,Clay,32,C,20220620,274,209263,,,Matteo Gigante,L,180.0,ITA,20.4,208353,,,Francesco Maestrelli,R,196.0,ITA,19.4,6-4 6-2,3,R32,99.0,1.0,2.0,68.0,44.0,26.0,14.0,9.0,6.0,8.0,0.0,5.0,61.0,33.0,17.0,10.0,9.0,2.0,7.0,322.0,142.0,379.0,109.0
2022-3463,Milan CH,Clay,32,C,20220620,273,206681,,Q,Fabian Marozsan,R,193.0,HUN,22.6,208913,,,Juan Bautista Torres,R,178.0,ARG,20.2,6-2 6-2,3,R32,75.0,0.0,3.0,45.0,29.0,21.0,11.0,8.0,0.0,1.0,0.0,3.0,53.0,27.0,14.0,8.0,8.0,4.0,9.0,297.0,164.0,286.0,171.0
2022-3463,Milan CH,Clay,32,C,20220620,272,106072,,,Alexey Vatutin,R,178.0,RUS,29.6,105332,2.0,,Benoit Paire,R,196.0,FRA,33.1,7-6(6) 0-0 RET,3,R32,46.0,0.0,5.0,41.0,31.0,18.0,1.0,6.0,0.0,3.0,0.0,6.0,49.0,20.0,12.0,10.0,6.0,3.0,6.0,293.0,166.0,76.0,771.0
2022-3463,Milan CH,Clay,32,C,20220620,271,208859,8.0,,Francesco Passaro,R,180.0,ITA,21.4,206681,,Q,Fabian Marozsan,R,193.0,HUN,22.6,7-5 6-1,3,SF,82.0,5.0,1.0,76.0,46.0,31.0,16.0,9.0,8.0,9.0,1.0,2.0,62.0,45.0,25.0,9.0,10.0,4.0,9.0,254.0,206.0,297.0,164.0
2022-3463,Milan CH,Clay,32,C,20220620,270,105948,1.0,,Federico Coria,R,180.0,ARG,30.2,208859,8.0,,Francesco Passaro,R,180.0,ITA,21.4,7-6(2) 6-4,3,F,95.0,2.0,2.0,66.0,53.0,40.0,8.0,11.0,3.0,3.0,2.0,1.0,67.0,44.0,25.0,17.0,11.0,1.0,2.0,70.0,808.0,254.0,206.0
2022-3463,Milan CH,Clay,32,C,20220620,255,206681,1.0,,Fabian Marozsan,R,193.0,HUN,22.6,206662,7.0,,Georgii Kravchenko,R,180.0,UKR,21.8,6-3 6-3,3,Q2,75.0,1.0,4.0,55.0,31.0,22.0,10.0,9.0,5.0,8.0,1.0,5.0,55.0,28.0,14.0,10.0,9.0,5.0,11.0,297.0,164.0,415.0,98.0
2022-9514,Oeiras CH,Clay,32,C,20220620,285,105731,,,Steven Diez,R,175.0,CAN,31.2,110751,,,Sebastian Fanselow,R,,GER,30.4,2-6 6-1 6-4,3,R32,127.0,0.0,1.0,66.0,40.0,24.0,16.0,12.0,6.0,10.0,1.0,11.0,83.0,41.0,27.0,15.0,13.0,3.0,9.0,348.0,122.0,309.0,153.0
2022-9514,Oeiras CH,Clay,32,C,20220620,284,207415,,,Daniel Michalski,R,180.0,POL,22.4,133975,,,Benjamin Hassan,R,183.0,LBN,27.3,6-4 6-4,3,R32,93.0,0.0,1.0,58.0,34.0,24.0,14.0,10.0,3.0,5.0,4.0,4.0,65.0,36.0,22.0,14.0,10.0,5.0,9.0,268.0,186.0,314.0,148.0
2022-9514,Oeiras CH,Clay,32,C,20220620,283,109694,,WC,Pedro Araujo,R,180.0,POR,20.2,106362,8.0,,Laurent Lokoli,R,188.0,FRA,27.6,3-6 7-5 7-5,3,R32,195.0,0.0,2.0,111.0,77.0,40.0,18.0,17.0,8.0,15.0,0.0,4.0,115.0,72.0,43.0,17.0,16.0,6.0,13.0,623.0,39.0,243.0,217.0
2022-9514,Oeiras CH,Clay,32,C,20220620,282,111797,3.0,,Nicolas Jarry,R,201.0,CHI,26.6,106354,,,Eduard Esteve Lobato,R,,ESP,27.7,6-4 6-4,3,R32,87.0,5.0,1.0,55.0,34.0,26.0,13.0,10.0,1.0,2.0,6.0,1.0,64.0,45.0,27.0,12.0,10.0,0.0,3.0,129.0,466.0,290.0,168.0
2022-9514,Oeiras CH,Clay,32,C,20220620,281,123819,,,Goncalo Oliveira,L,185.0,VEN,27.3,105064,,Q,Thomaz Bellucci,L,188.0,BRA,34.4,6-4 5-7 6-1,3,R32,144.0,5.0,11.0,95.0,53.0,39.0,21.0,15.0,2.0,5.0,3.0,4.0,98.0,54.0,30.0,24.0,14.0,8.0,13.0,351.0,121.0,1104.0,7.0
2022-9514,Oeiras CH,Clay,32,C,20220620,273,126206,,Q,Alex Rybakov,L,185.0,USA,25.3,208046,,Q,Pedro Boscardin Dias,R,180.0,BRA,19.3,6-3 7-5,3,R32,119.0,1.0,1.0,73.0,46.0,31.0,16.0,11.0,9.0,11.0,1.0,7.0,76.0,40.0,25.0,15.0,10.0,4.0,8.0,327.0,137.0,332.0,132.0
2022-9514,Oeiras CH,Clay,32,C,20220620,272,207663,,,Nikolas Sanchez Izquierdo,R,185.0,ESP,23.2,200247,,Q,Alexandar Lazarov,R,191.0,BUL,24.6,2-6 6-2 6-4,3,R32,122.0,1.0,7.0,77.0,46.0,31.0,15.0,13.0,1.0,5.0,6.0,2.0,77.0,47.0,28.0,17.0,13.0,2.0,7.0,279.0,180.0,380.0,109.0
2022-9514,Oeiras CH,Clay,32,C,20220620,271,105487,2.0,,Facundo Bagnis,L,183.0,ARG,32.3,123993,,Q,Lucas Gerch,L,193.0,GER,27.4,3-6 7-6(3) 6-3,3,R32,160.0,1.0,3.0,100.0,71.0,47.0,15.0,16.0,0.0,4.0,3.0,8.0,101.0,57.0,36.0,23.0,14.0,2.0,5.0,110.0,535.0,365.0,117.0
2022-9514,Oeiras CH,Clay,32,C,20220620,270,111187,6.0,,Kaichi Uchida,R,180.0,JPN,27.8,106293,,,Kimmer Coppejans,R,178.0,BEL,28.3,6-2 6-4,3,F,88.0,,,,,,,,,,,,,,,,,,,258.0,201.0,339.0,129.0
2022-9514,Oeiras CH,Clay,32,C,20220620,254,126206,1.0,,Alex Rybakov,L,185.0,USA,25.3,202127,8.0,,Clement Tabur,R,173.0,FRA,22.4,4-6 6-3 7-5,3,Q2,194.0,3.0,1.0,102.0,70.0,46.0,15.0,16.0,6.0,11.0,4.0,7.0,134.0,71.0,43.0,28.0,15.0,13.0,19.0,327.0,137.0,359.0,119.0
2022-9514,Oeiras CH,Clay,32,C,20220620,253,208046,2.0,,Pedro Boscardin Dias,R,180.0,BRA,19.3,124001,,Alt,Gergely Madarasz,L,180.0,HUN,27.7,6-7(4) 6-4 6-4,3,Q2,171.0,6.0,4.0,101.0,60.0,39.0,21.0,16.0,2.0,6.0,2.0,5.0,128.0,88.0,53.0,17.0,16.0,10.0,16.0,332.0,132.0,468.0,80.0
2022-9514,Oeiras CH,Clay,32,C,20220620,252,105064,,Alt,Thomaz Bellucci,L,188.0,BRA,34.4,208279,3.0,,Alejandro Moro Canas,R,183.0,ESP,21.5,6-2 6-2,3,Q2,73.0,0.0,1.0,46.0,27.0,20.0,11.0,8.0,1.0,2.0,1.0,3.0,53.0,32.0,17.0,8.0,8.0,5.0,10.0,1104.0,7.0,338.0,129.0
2022-9514,Oeiras CH,Clay,32,C,20220620,251,123993,4.0,,Lucas Gerch,L,193.0,GER,27.4,208230,10.0,,Alibek Kachmazov,R,185.0,RUS,19.8,6-1 6-3,3,Q2,64.0,3.0,3.0,47.0,29.0,22.0,12.0,8.0,0.0,0.0,0.0,2.0,38.0,23.0,15.0,2.0,8.0,0.0,4.0,365.0,117.0,372.0,114.0
2022-9514,Oeiras CH,Clay,32,C,20220620,250,121264,,,Oscar Jose Gutierrez,R,170.0,BRA,29.1,144918,,,Edoardo Lavagno,L,185.0,ITA,23.8,6-2 6-4,3,Q2,73.0,1.0,6.0,51.0,30.0,24.0,15.0,9.0,1.0,1.0,1.0,2.0,56.0,39.0,25.0,6.0,9.0,1.0,4.0,411.0,99.0,394.0,104.0
2022-9514,Oeiras CH,Clay,32,C,20220620,249,200247,11.0,,Alexandar Lazarov,R,191.0,BUL,24.6,123809,6.0,,Ivan Gakhov,L,191.0,RUS,25.6,6-1 6-7(6) 7-6(1),3,Q2,154.0,4.0,7.0,113.0,81.0,52.0,15.0,16.0,12.0,16.0,2.0,4.0,111.0,71.0,42.0,15.0,15.0,8.0,14.0,380.0,109.0,361.0,119.0
2022-3463,Milan CH,Clay,32,C,20220620,247,206467,,Alt,Federico Arnaboldi,R,185.0,ITA,22.0,105578,2.0,,Cristian Rodriguez,R,180.0,COL,31.9,3-6 6-4 6-0,3,Q1,114.0,2.0,2.0,65.0,37.0,28.0,17.0,12.0,0.0,2.0,4.0,6.0,87.0,44.0,28.0,15.0,13.0,5.0,10.0,592.0,44.0,390.0,105.0
2022-9514,Oeiras CH,Clay,32,C,20220620,246,208046,2.0,,Pedro Boscardin Dias,R,180.0,BRA,19.3,105700,,,Jose Pereira,R,180.0,BRA,31.3,6-4 6-4,3,Q1,101.0,2.0,2.0,65.0,38.0,30.0,14.0,10.0,4.0,4.0,0.0,2.0,75.0,55.0,35.0,11.0,10.0,4.0,6.0,332.0,132.0,414.0,98.0
2022-9514,Oeiras CH,Clay,32,C,20220620,245,124001,,Alt,Gergely Madarasz,L,180.0,HUN,27.7,110618,12.0,,Elmar Ejupovic,R,193.0,GER,29.3,6-3 1-6 6-4,3,Q1,130.0,5.0,4.0,90.0,68.0,44.0,12.0,13.0,7.0,10.0,5.0,3.0,70.0,33.0,23.0,24.0,13.0,0.0,3.0,468.0,80.0,382.0,109.0
2022-9514,Oeiras CH,Clay,32,C,20220620,244,208279,3.0,,Alejandro Moro Canas,R,183.0,ESP,21.5,200611,,,Elliot Benchetrit,R,193.0,MAR,23.7,7-5 6-1,3,Q1,80.0,3.0,1.0,60.0,38.0,30.0,13.0,10.0,4.0,5.0,1.0,1.0,49.0,32.0,19.0,5.0,9.0,2.0,6.0,338.0,129.0,454.0,84.0
2022-9514,Oeiras CH,Clay,32,C,20220620,243,105064,,Alt,Thomaz Bellucci,L,188.0,BRA,34.4,106137,9.0,,Tristan Lamasine,R,183.0,FRA,29.2,6-4 6-3,3,Q1,84.0,2.0,2.0,56.0,38.0,25.0,8.0,9.0,4.0,7.0,2.0,0.0,59.0,40.0,21.0,9.0,10.0,5.0,11.0,1104.0,7.0,463.0,82.0
2022-9514,Oeiras CH,Clay,32,C,20220620,289,126107,,,Michael Geerts,R,178.0,BEL,27.4,106249,,WC,Joao Domingues,R,178.0,POR,28.7,6-1 6-4,3,R16,77.0,6.0,2.0,48.0,32.0,26.0,11.0,9.0,3.0,3.0,0.0,0.0,61.0,32.0,21.0,11.0,8.0,6.0,9.0,262.0,197.0,321.0,144.0
2022-9514,Oeiras CH,Clay,32,C,20220620,288,126206,,Q,Alex Rybakov,L,185.0,USA,25.3,126627,7.0,,Johan Nikles,R,173.0,SUI,25.2,4-6 6-4 6-3,3,R16,175.0,0.0,4.0,108.0,66.0,42.0,20.0,15.0,12.0,17.0,3.0,8.0,115.0,69.0,39.0,21.0,14.0,11.0,17.0,327.0,137.0,260.0,200.0
2022-9514,Oeiras CH,Clay,32,C,20220620,287,105487,2.0,,Facundo Bagnis,L,183.0,ARG,32.3,207663,,,Nikolas Sanchez Izquierdo,R,185.0,ESP,23.2,6-4 6-2,3,R16,76.0,7.0,0.0,46.0,31.0,23.0,11.0,9.0,1.0,2.0,1.0,6.0,49.0,29.0,19.0,8.0,9.0,2.0,6.0,110.0,535.0,279.0,180.0
2022-9514,Oeiras CH,Clay,32,C,20220620,286,106293,,,Kimmer Coppejans,R,178.0,BEL,28.3,106148,1.0,,Roberto Carballes Baena,R,183.0,ESP,29.2,6-4 7-5,3,R32,124.0,2.0,4.0,67.0,46.0,31.0,11.0,11.0,2.0,4.0,2.0,4.0,74.0,45.0,26.0,14.0,11.0,6.0,10.0,339.0,129.0,87.0,663.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,273,106352,,,Matias Franco Descotte,R,191.0,ARG,27.8,144701,,,Mathieu Perchicot,U,,FRA,29.8,6-3 6-1,3,R32,61.0,2.0,3.0,48.0,32.0,21.0,8.0,8.0,2.0,4.0,0.0,3.0,48.0,26.0,12.0,8.0,8.0,4.0,10.0,472.0,79.0,449.0,87.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,272,200335,2.0,,Felipe Meligeni Alves,R,185.0,BRA,24.3,208262,,,Alejo Lorenzo Lingua Lavallen,L,175.0,ARG,21.2,6-2 7-6(6),3,R32,104.0,2.0,0.0,79.0,52.0,33.0,14.0,10.0,8.0,10.0,1.0,3.0,69.0,54.0,29.0,7.0,10.0,0.0,4.0,213.0,271.0,400.0,102.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,271,208363,,,Mariano Navone,R,178.0,ARG,21.3,104291,7.0,,Malek Jaziri,R,185.0,TUN,38.4,7-5 6-0,3,SF,94.0,1.0,0.0,49.0,37.0,24.0,8.0,9.0,2.0,4.0,2.0,3.0,88.0,50.0,26.0,15.0,9.0,12.0,18.0,433.0,91.0,324.0,141.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,270,207681,3.0,,Francisco Comesana,R,178.0,ARG,21.7,208363,,,Mariano Navone,R,178.0,ARG,21.3,6-4 6-0,3,F,72.0,,,,,,,,,,,,,,,,,,,239.0,221.0,433.0,91.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,254,105819,2.0,,Guido Andreozzi,R,183.0,ARG,30.8,208099,,,Santiago De La Fuente,R,175.0,ARG,20.3,6-3 7-6(4),3,Q2,94.0,2.0,1.0,56.0,35.0,24.0,12.0,10.0,1.0,4.0,1.0,5.0,79.0,63.0,34.0,7.0,11.0,4.0,9.0,518.0,62.0,825.0,18.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,253,202275,9.0,,Fermin Tenti,R,181.0,ARG,25.0,210181,,Alt,Tobias Franco,R,178.0,ARG,20.4,6-1 6-1,3,Q2,67.0,2.0,3.0,43.0,33.0,23.0,6.0,7.0,1.0,2.0,0.0,2.0,45.0,25.0,8.0,8.0,7.0,2.0,8.0,681.0,32.0,1619.0,2.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,252,111508,11.0,,Juan Ignacio Galarza,R,183.0,ARG,28.2,202378,4.0,,Ignacio Carou,R,178.0,URU,22.9,6-4 6-4,3,Q2,106.0,0.0,2.0,61.0,42.0,25.0,12.0,10.0,4.0,7.0,1.0,2.0,77.0,46.0,24.0,15.0,10.0,4.0,9.0,752.0,24.0,631.0,38.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,251,208078,8.0,,Tomas Farjat,R,188.0,ARG,21.3,106410,5.0,,Jorge Brian Panta Herreros,R,3.0,PER,26.9,4-6 6-3 6-2,3,Q2,128.0,7.0,1.0,93.0,58.0,40.0,18.0,14.0,3.0,6.0,0.0,1.0,79.0,57.0,33.0,11.0,13.0,6.0,11.0,641.0,36.0,643.0,36.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,250,200331,10.0,,Leonardo Aboian,L,175.0,ARG,24.1,209336,,Alt,Leonardo Lopez Linquet,R,180.0,ARG,20.7,3-6 6-2 7-6(1),3,Q2,142.0,7.0,1.0,88.0,55.0,41.0,15.0,15.0,2.0,6.0,2.0,6.0,92.0,50.0,34.0,19.0,14.0,6.0,10.0,665.0,34.0,1619.0,2.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,249,111788,1.0,,Naoki Nakagawa,R,180.0,JPN,25.5,208532,,Alt,Thiago Cigarran,R,183.0,ARG,22.2,6-7(3) 6-2 6-3,3,Q1,156.0,9.0,3.0,94.0,54.0,40.0,22.0,15.0,6.0,8.0,0.0,1.0,108.0,77.0,41.0,19.0,14.0,9.0,14.0,498.0,70.0,1427.0,3.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,247,105819,2.0,,Guido Andreozzi,R,183.0,ARG,30.8,210479,,WC,Nicolas Eli,U,,ARG,17.2,6-1 6-0,3,Q1,54.0,1.0,2.0,31.0,15.0,13.0,11.0,6.0,0.0,0.0,0.0,1.0,56.0,39.0,16.0,6.0,7.0,4.0,10.0,518.0,62.0,1703.0,1.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,246,208099,,,Santiago De La Fuente,R,175.0,ARG,20.3,209124,12.0,,Blu Baker,R,191.0,GBR,20.8,6-3 6-3,3,Q1,77.0,0.0,1.0,65.0,55.0,37.0,5.0,9.0,7.0,8.0,0.0,0.0,50.0,37.0,18.0,8.0,9.0,5.0,9.0,825.0,18.0,766.0,23.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,245,210181,,Alt,Tobias Franco,R,178.0,ARG,20.4,208533,,,Joao Victor Couto Loureiro,R,185.0,BRA,19.2,4-6 7-6(5) 6-4,3,Q1,163.0,1.0,9.0,117.0,77.0,46.0,19.0,16.0,7.0,13.0,2.0,13.0,101.0,61.0,38.0,17.0,16.0,7.0,13.0,1619.0,2.0,1358.0,4.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,244,202275,9.0,,Fermin Tenti,R,181.0,ARG,25.0,207815,,,Guido Ivan Justo,R,178.0,ARG,24.5,6-2 6-2,3,Q1,68.0,0.0,6.0,64.0,46.0,28.0,9.0,8.0,5.0,7.0,0.0,6.0,52.0,30.0,15.0,6.0,8.0,1.0,7.0,681.0,32.0,1105.0,7.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,243,202378,4.0,,Ignacio Carou,R,178.0,URU,22.9,208668,,Alt,Sean Hess,R,178.0,ARG,21.2,6-7(6) 7-5 6-4,3,Q1,163.0,0.0,4.0,119.0,79.0,48.0,17.0,17.0,10.0,16.0,2.0,5.0,118.0,69.0,41.0,20.0,17.0,7.0,15.0,631.0,38.0,1351.0,4.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,242,111508,11.0,,Juan Ignacio Galarza,R,183.0,ARG,28.2,110777,,WC,Juan Cruz Estevarena,U,,ARG,27.7,6-0 6-1,3,Q1,45.0,3.0,1.0,30.0,20.0,17.0,7.0,6.0,0.0,0.0,0.0,2.0,38.0,17.0,7.0,5.0,7.0,2.0,8.0,752.0,24.0,,
2022-1210,Buenos Aires CH,Clay,32,C,20220620,241,106410,5.0,,Jorge Brian Panta Herreros,R,3.0,PER,26.9,207814,,,Luciano Tacchi,R,185.0,ARG,21.1,6-7(1) 7-5 6-3,3,Q1,186.0,2.0,4.0,136.0,64.0,46.0,27.0,17.0,11.0,16.0,1.0,3.0,114.0,83.0,49.0,14.0,16.0,7.0,14.0,643.0,36.0,1427.0,3.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,240,208078,8.0,,Tomas Farjat,R,188.0,ARG,21.3,202271,,,Lorenzo Joaquin Rodriguez,R,196.0,ARG,22.7,6-3 1-6 7-6(5),3,Q1,115.0,1.0,5.0,93.0,57.0,40.0,14.0,14.0,3.0,7.0,3.0,5.0,100.0,62.0,40.0,21.0,14.0,2.0,5.0,641.0,36.0,908.0,14.0
2022-1210,Buenos Aires CH,Clay,32,C,20220620,239,209336,,Alt,Leonardo Lopez Linquet,R,180.0,ARG,20.7,144870,6.0,,Federico Agustin Gomez,R,191.0,ARG,25.5,6-3 6-4,3,Q1,92.0,1.0,5.0,59.0,33.0,21.0,16.0,9.0,4.0,6.0,1.0,5.0,87.0,41.0,21.0,22.0,10.0,14.0,19.0,1619.0,2.0,650.0,35.0
2022-9514,Oeiras CH,Clay,32,C,20220620,277,104735,,,Tobias Kamke,R,180.0,GER,36.0,132310,,WC,Tiago Cacao,R,185.0,POR,24.3,6-7(7) 6-2 6-4,3,R32,152.0,0.0,1.0,126.0,91.0,61.0,18.0,15.0,16.0,18.0,3.0,5.0,100.0,65.0,43.0,17.0,15.0,5.0,10.0,349.0,121.0,600.0,43.0
2022-9514,Oeiras CH,Clay,32,C,20220620,278,111187,6.0,,Kaichi Uchida,R,180.0,JPN,27.8,144923,,,Louis Wessels,R,198.0,GER,23.8,6-4 6-1,3,R32,84.0,2.0,0.0,54.0,26.0,21.0,14.0,8.0,4.0,5.0,3.0,8.0,54.0,29.0,15.0,11.0,9.0,7.0,12.0,258.0,201.0,298.0,164.0
2022-9514,Oeiras CH,Clay,32,C,20220620,275,126107,,,Michael Geerts,R,178.0,BEL,27.4,105180,4.0,,Daniel Dutra Da Silva,L,173.0,BRA,33.9,6-2 6-4,3,R32,79.0,1.0,2.0,49.0,33.0,27.0,9.0,9.0,0.0,1.0,5.0,2.0,56.0,30.0,20.0,11.0,9.0,6.0,10.0,262.0,197.0,234.0,237.0
2022-9514,Oeiras CH,Clay,32,C,20220620,274,126627,7.0,,Johan Nikles,R,173.0,SUI,25.2,144985,,,Ergi Kirkin,R,180.0,TUR,23.3,4-6 6-3 6-0,3,R32,132.0,0.0,3.0,77.0,51.0,31.0,14.0,13.0,1.0,5.0,0.0,7.0,91.0,46.0,27.0,15.0,12.0,12.0,19.0,260.0,200.0,305.0,157.0
2022-9514,Oeiras CH,Clay,32,C,20220620,300,106293,,,Kimmer Coppejans,R,178.0,BEL,28.3,111797,3.0,,Nicolas Jarry,R,201.0,CHI,26.6,7-6(9) 4-6 7-6(5),3,SF,178.0,2.0,4.0,117.0,78.0,56.0,23.0,17.0,5.0,7.0,23.0,6.0,110.0,63.0,47.0,30.0,17.0,6.0,7.0,339.0,129.0,129.0,466.0
2022-9514,Oeiras CH,Clay,32,C,20220620,299,111187,6.0,,Kaichi Uchida,R,180.0,JPN,27.8,105487,2.0,,Facundo Bagnis,L,183.0,ARG,32.3,7-5 7-6(4),3,SF,114.0,7.0,3.0,81.0,50.0,42.0,16.0,12.0,6.0,6.0,7.0,1.0,76.0,48.0,42.0,10.0,12.0,2.0,3.0,258.0,201.0,110.0,535.0
2022-9514,Oeiras CH,Clay,32,C,20220620,298,106293,,,Kimmer Coppejans,R,178.0,BEL,28.3,207415,,,Daniel Michalski,R,180.0,POL,22.4,5-7 7-6(2) 6-3,3,QF,179.0,6.0,3.0,95.0,65.0,46.0,18.0,16.0,1.0,4.0,4.0,2.0,118.0,72.0,40.0,30.0,17.0,8.0,12.0,339.0,129.0,268.0,186.0
2022-9514,Oeiras CH,Clay,32,C,20220620,297,111797,3.0,,Nicolas Jarry,R,201.0,CHI,26.6,208021,,Alt,Kyrian Jacquet,R,178.0,FRA,21.1,7-6(7) 4-6 7-6(6),3,QF,154.0,17.0,3.0,106.0,73.0,56.0,22.0,17.0,3.0,4.0,3.0,2.0,110.0,68.0,56.0,23.0,17.0,4.0,4.0,129.0,466.0,451.0,85.0
2022-9514,Oeiras CH,Clay,32,C,20220620,248,126206,1.0,,Alex Rybakov,L,185.0,USA,25.3,210012,,WC,Henrique Rocha,R,180.0,POR,18.2,6-2 6-4,3,Q1,95.0,2.0,0.0,55.0,35.0,21.0,10.0,9.0,3.0,6.0,0.0,3.0,66.0,43.0,20.0,10.0,9.0,9.0,15.0,327.0,137.0,1073.0,8.0
2022-9514,Oeiras CH,Clay,32,C,20220620,247,202127,8.0,,Clement Tabur,R,173.0,FRA,22.4,206225,,WC,Fabio Coelho,R,175.0,POR,22.0,6-3 7-5,3,Q1,241.0,0.0,2.0,56.0,34.0,24.0,12.0,10.0,1.0,3.0,2.0,2.0,65.0,48.0,27.0,7.0,11.0,5.0,10.0,359.0,119.0,929.0,13.0
2022-9514,Oeiras CH,Clay,32,C,20220620,292,111797,3.0,,Nicolas Jarry,R,201.0,CHI,26.6,123819,,,Goncalo Oliveira,L,185.0,VEN,27.3,6-3 6-3,3,R16,71.0,2.0,1.0,46.0,33.0,30.0,7.0,9.0,0.0,0.0,3.0,4.0,63.0,43.0,26.0,8.0,9.0,6.0,9.0,129.0,466.0,351.0,121.0
2022-9514,Oeiras CH,Clay,32,C,20220620,296,111187,6.0,,Kaichi Uchida,R,180.0,JPN,27.8,126107,,,Michael Geerts,R,178.0,BEL,27.4,4-6 6-1 6-4,3,QF,130.0,5.0,3.0,77.0,36.0,28.0,22.0,14.0,1.0,4.0,3.0,2.0,87.0,45.0,32.0,15.0,13.0,4.0,9.0,258.0,201.0,262.0,197.0
2022-9514,Oeiras CH,Clay,32,C,20220620,291,208021,,Alt,Kyrian Jacquet,R,178.0,FRA,21.1,121264,,Q,Oscar Jose Gutierrez,R,170.0,BRA,29.1,6-4 6-3,3,R16,72.0,2.0,1.0,53.0,33.0,26.0,10.0,10.0,0.0,2.0,0.0,1.0,51.0,37.0,19.0,7.0,9.0,5.0,9.0,451.0,85.0,411.0,99.0
2022-9514,Oeiras CH,Clay,32,C,20220620,276,106249,,WC,Joao Domingues,R,178.0,POR,28.7,202197,,,Carlos Gimeno Valero,R,191.0,ESP,20.9,7-6(4) 4-6 7-5,3,R32,163.0,2.0,4.0,121.0,79.0,52.0,22.0,17.0,8.0,12.0,4.0,2.0,113.0,69.0,46.0,23.0,17.0,6.0,10.0,321.0,144.0,371.0,114.0
2022-9514,Oeiras CH,Clay,32,C,20220620,290,111187,6.0,,Kaichi Uchida,R,180.0,JPN,27.8,104735,,,Tobias Kamke,R,180.0,GER,36.0,6-3 0-0 RET,3,R16,34.0,4.0,0.0,30.0,21.0,16.0,7.0,5.0,0.0,0.0,1.0,0.0,24.0,16.0,10.0,3.0,4.0,0.0,1.0,258.0,201.0,349.0,121.0
2022-1214,Troyes CH,Clay,32,C,20220627,300,208913,,,Juan Bautista Torres,R,178.0,ARG,20.2,133975,,,Benjamin Hassan,R,183.0,LBN,27.3,7-6(2) 6-2,3,F,91.0,2.0,2.0,58.0,38.0,27.0,12.0,10.0,1.0,3.0,0.0,8.0,70.0,38.0,26.0,9.0,10.0,2.0,6.0,291.0,171.0,322.0,148.0
