tourney_id,tourney_name,tourney_level,surface,tourney_date,winner_name,loser_name,score,round,minutes,scraping_date,draw_size,match_num,winner_id,winner_seed,winner_entry,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_hand,loser_ht,loser_ioc,loser_age,best_of,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-chall-canberra,Canberra,C,Hard,20250101,Joao Fonseca,Ethan Quinn,6-4 6-4,Finals,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Joao Fonseca,Jacob Fearnley,6-3 6-3,Semi,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Ethan Quinn,Martin Landaluce,6-3 6-3,Semi,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Jacob Fearnley,Christopher Eubanks,4-6 6-2 7-6,Quarter,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Joao Fonseca,Harold Mayot,6-2 6-3,Quarter,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Martin Landaluce,Yosuke Watanuki,,Quarter,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Ethan Quinn,Vit Kopriva,6-4 7-5,Quarter,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Vit Kopriva,Damir Dzumhur,7-5 7-5,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Jacob Fearnley,James Trotter,6-2 6-4,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Christopher Eubanks,Alexis Galarneau,6-4 6-4,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Joao Fonseca,Duje Ajdukovic,6-1 7-5,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Martin Landaluce,Dane Sweeny,6-1 6-2,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Harold Mayot,Daniel Elahi Galan,7-6 6-5,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Ethan Quinn,Patrick Kypson,3-6 7-6 6-5,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-chall-canberra,Canberra,C,Hard,20250101,Yosuke Watanuki,Roman Andres Burruchaga,6-3 3-6 7-6,Round of 16,0,2026-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
