year,tournament,surface,ace_pct,speed
2025,Bucharest,Clay,3.2,0.43
2026,Dallas,Hard,17.1,1.49
2026,Montpellier,Hard,18.1,1.44
2026,Delray Beach,Hard,13.7,1.36
2026,Dubai,Hard,15.6,1.27
2026,Brisbane,Hard,14.9,1.2
2026,Acapulco,Hard,12.6,1.16
2026,Adelaide,Hard,11.6,1.15
2026,Australian Open,Hard,11.7,1.12
2026,United Cup,Hard,14.7,1.12
2026,Auckland,Hard,11.7,1.04
2026,Hong Kong,Hard,10.8,1.01
2026,Rio de Janeiro,Clay,8.5,1.01
2026,Rotterdam,Hard,11.3,0.91
2026,Doha,Hard,9.2,0.9
2026,Santiago,Clay,6.3,0.68
2026,Buenos Aires,Clay,4.4,0.54
1991,DEFAULT_Hard,Hard,10.4,1.08
1991,DEFAULT_Clay,Clay,6.3,0.8
1991,DEFAULT_Grass,Grass,11.4,1.13
1991,DEFAULT_Carpet,Carpet,11.9,1.25
1992,DEFAULT_Hard,Hard,10.4,1.08
1992,DEFAULT_Clay,Clay,6.3,0.8
1992,DEFAULT_Grass,Grass,11.4,1.13
1992,DEFAULT_Carpet,Carpet,11.9,1.25
1993,DEFAULT_Hard,Hard,10.4,1.08
1993,DEFAULT_Clay,Clay,6.3,0.8
1993,DEFAULT_Grass,Grass,11.4,1.13
1993,DEFAULT_Carpet,Carpet,11.9,1.25
1994,DEFAULT_Hard,Hard,10.4,1.08
1994,DEFAULT_Clay,Clay,6.3,0.8
1994,DEFAULT_Grass,Grass,11.4,1.13
1994,DEFAULT_Carpet,Carpet,11.9,1.25
1995,DEFAULT_Hard,Hard,10.4,1.08
1995,DEFAULT_Clay,Clay,6.3,0.8
1995,DEFAULT_Grass,Grass,11.4,1.13
1995,DEFAULT_Carpet,Carpet,11.9,1.25
1996,DEFAULT_Hard,Hard,10.4,1.08
1996,DEFAULT_Clay,Clay,6.3,0.8
1996,DEFAULT_Grass,Grass,11.4,1.13
1996,DEFAULT_Carpet,Carpet,11.9,1.25
1997,DEFAULT_Hard,Hard,10.4,1.08
1997,DEFAULT_Clay,Clay,6.3,0.8
1997,DEFAULT_Grass,Grass,11.4,1.13
1997,DEFAULT_Carpet,Carpet,11.9,1.25
1998,DEFAULT_Hard,Hard,10.4,1.08
1998,DEFAULT_Clay,Clay,6.3,0.8
1998,DEFAULT_Grass,Grass,11.4,1.13
1998,DEFAULT_Carpet,Carpet,11.9,1.25
1999,DEFAULT_Hard,Hard,10.4,1.08
1999,DEFAULT_Clay,Clay,6.3,0.8
1999,DEFAULT_Grass,Grass,11.4,1.13
1999,DEFAULT_Carpet,Carpet,11.9,1.25
2000,DEFAULT_Hard,Hard,10.4,1.08
2000,DEFAULT_Clay,Clay,6.3,0.8
2000,DEFAULT_Grass,Grass,11.4,1.13
2000,DEFAULT_Carpet,Carpet,11.9,1.25
2001,DEFAULT_Hard,Hard,10.4,1.08
2001,DEFAULT_Clay,Clay,6.3,0.8
2001,DEFAULT_Grass,Grass,11.4,1.13
2001,DEFAULT_Carpet,Carpet,11.9,1.25
2002,DEFAULT_Hard,Hard,10.4,1.08
2002,DEFAULT_Clay,Clay,6.3,0.8
2002,DEFAULT_Grass,Grass,11.4,1.13
2002,DEFAULT_Carpet,Carpet,11.9,1.25
2003,DEFAULT_Hard,Hard,10.4,1.08
2003,DEFAULT_Clay,Clay,6.3,0.8
2003,DEFAULT_Grass,Grass,11.4,1.13
2003,DEFAULT_Carpet,Carpet,11.9,1.25
2004,DEFAULT_Hard,Hard,10.4,1.08
2004,DEFAULT_Clay,Clay,6.3,0.8
2004,DEFAULT_Grass,Grass,11.4,1.13
2004,DEFAULT_Carpet,Carpet,11.9,1.25
2005,DEFAULT_Hard,Hard,10.4,1.08
2005,DEFAULT_Clay,Clay,6.3,0.8
2005,DEFAULT_Grass,Grass,11.4,1.13
2005,DEFAULT_Carpet,Carpet,11.9,1.25
2006,DEFAULT_Hard,Hard,10.4,1.08
2006,DEFAULT_Clay,Clay,6.3,0.8
2006,DEFAULT_Grass,Grass,11.4,1.13
2006,DEFAULT_Carpet,Carpet,11.9,1.25
2007,DEFAULT_Hard,Hard,10.4,1.08
2007,DEFAULT_Clay,Clay,6.3,0.8
2007,DEFAULT_Grass,Grass,11.4,1.13
2007,DEFAULT_Carpet,Carpet,11.9,1.25
2008,DEFAULT_Hard,Hard,10.4,1.08
2008,DEFAULT_Clay,Clay,6.3,0.8
2008,DEFAULT_Grass,Grass,11.4,1.13
2008,DEFAULT_Carpet,Carpet,11.9,1.25
2009,DEFAULT_Hard,Hard,10.4,1.08
2009,DEFAULT_Clay,Clay,6.3,0.8
2009,DEFAULT_Grass,Grass,11.4,1.13
2009,DEFAULT_Carpet,Carpet,11.9,1.25
2010,DEFAULT_Hard,Hard,10.4,1.08
2010,DEFAULT_Clay,Clay,6.3,0.8
2010,DEFAULT_Grass,Grass,11.4,1.13
2010,DEFAULT_Carpet,Carpet,11.9,1.25
2011,DEFAULT_Hard,Hard,10.4,1.08
2011,DEFAULT_Clay,Clay,6.3,0.8
2011,DEFAULT_Grass,Grass,11.4,1.13
2011,DEFAULT_Carpet,Carpet,11.9,1.25
2012,DEFAULT_Hard,Hard,10.4,1.08
2012,DEFAULT_Clay,Clay,6.3,0.8
2012,DEFAULT_Grass,Grass,11.4,1.13
2012,DEFAULT_Carpet,Carpet,11.9,1.25
2013,DEFAULT_Hard,Hard,10.4,1.08
2013,DEFAULT_Clay,Clay,6.3,0.8
2013,DEFAULT_Grass,Grass,11.4,1.13
2013,DEFAULT_Carpet,Carpet,11.9,1.25
2014,DEFAULT_Hard,Hard,10.4,1.08
2014,DEFAULT_Clay,Clay,6.3,0.8
2014,DEFAULT_Grass,Grass,11.4,1.13
2014,DEFAULT_Carpet,Carpet,11.9,1.25
2015,DEFAULT_Hard,Hard,10.4,1.08
2015,DEFAULT_Clay,Clay,6.3,0.8
2015,DEFAULT_Grass,Grass,11.4,1.13
2015,DEFAULT_Carpet,Carpet,11.9,1.25
2016,DEFAULT_Hard,Hard,10.4,1.08
2016,DEFAULT_Clay,Clay,6.3,0.8
2016,DEFAULT_Grass,Grass,11.4,1.13
2016,DEFAULT_Carpet,Carpet,11.9,1.25
2017,DEFAULT_Hard,Hard,10.4,1.08
2017,DEFAULT_Clay,Clay,6.3,0.8
2017,DEFAULT_Grass,Grass,11.4,1.13
2017,DEFAULT_Carpet,Carpet,11.9,1.25
2018,DEFAULT_Hard,Hard,10.4,1.08
2018,DEFAULT_Clay,Clay,6.3,0.8
2018,DEFAULT_Grass,Grass,11.4,1.13
2018,DEFAULT_Carpet,Carpet,11.9,1.25
2019,DEFAULT_Hard,Hard,10.4,1.08
2019,DEFAULT_Clay,Clay,6.3,0.8
2019,DEFAULT_Grass,Grass,11.4,1.13
2019,DEFAULT_Carpet,Carpet,11.9,1.25
2020,DEFAULT_Hard,Hard,10.4,1.08
2020,DEFAULT_Clay,Clay,6.3,0.8
2020,DEFAULT_Grass,Grass,11.4,1.13
2020,DEFAULT_Carpet,Carpet,11.9,1.25
2021,DEFAULT_Hard,Hard,10.4,1.08
2021,DEFAULT_Clay,Clay,6.3,0.8
2021,DEFAULT_Grass,Grass,11.4,1.13
2021,DEFAULT_Carpet,Carpet,11.9,1.25
2022,DEFAULT_Hard,Hard,10.4,1.08
2022,DEFAULT_Clay,Clay,6.3,0.8
2022,DEFAULT_Grass,Grass,11.4,1.13
2022,DEFAULT_Carpet,Carpet,11.9,1.25
2023,DEFAULT_Hard,Hard,10.4,1.08
2023,DEFAULT_Clay,Clay,6.3,0.8
2023,DEFAULT_Grass,Grass,11.4,1.13
2023,DEFAULT_Carpet,Carpet,11.9,1.25
2024,DEFAULT_Hard,Hard,10.4,1.08
2024,DEFAULT_Clay,Clay,6.3,0.8
2024,DEFAULT_Grass,Grass,11.4,1.13
2024,DEFAULT_Carpet,Carpet,11.9,1.25
2025,DEFAULT_Hard,Hard,10.4,1.08
2025,DEFAULT_Clay,Clay,6.3,0.8
2025,DEFAULT_Grass,Grass,11.4,1.13
2025,DEFAULT_Carpet,Carpet,11.9,1.25
2026,DEFAULT_Hard,Hard,10.4,1.08
2026,DEFAULT_Clay,Clay,6.3,0.8
2026,DEFAULT_Grass,Grass,11.4,1.13
2026,DEFAULT_Carpet,Carpet,11.9,1.25
